article_id,url,status,reason,section,sub_section,occurred_at
,https://www.hani.co.kr/arti/politics/politics_general/1262973.html,error,403 Client Error: Forbidden for url: https://www.hani.co.kr/arti/politics/politics_general/1262973.html,,,2026-06-12T17:51:18
